# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,146.64952724136322,0.0,-2.167566108578241,-0.46134694394900105,0.0,0.0
 0.053368668097546625,0.007419599383388368,0.13902538039410897,2.6050000000000004,146.64952724136322,0.0,-2.167566108578241,-0.46134694394900105,0.0,0.0
 0.075221626363695,0.014739853454642269,0.3349777170715344,8.966856308006959,145.7342286942085,0.0,-2.241391278796849,-0.44615146380724197,-41.88442296952409,-1916.6477352590625
 0.09182117554356889,0.021963089164718543,0.4351464989684227,6.034427851711655,144.8003644391289,0.0,-2.316696132057048,-0.4316491861675778,-56.2584106929761,-865.9263915962088
 0.10567699974972772,0.029091671659250806,0.514482746639038,5.725841096868914,143.8478454625154,0.0,-2.393364123647882,-0.4178219227569246,-68.74502465108482,-901.1816094316854
 0.11776551137721508,0.03612800432018583,0.5820677414856857,5.5908450046877665,142.87661881135173,0.0,-2.4712599375705637,-0.40465188821175807,-80.34294717930781,-959.4169146391159
 0.12858976517544385,0.04307452867901644,0.6417554954196761,5.514260386591955,141.88667080586148,0.0,-2.5502285988668643,-0.3921217103613092,-91.45646655589796,-1026.7238355413206
 0.13845004946032827,0.04993372418945294,0.6956387171261867,5.464672229492643,140.8780302790585,0.0,-2.630094738315994,-0.380214440731623,-102.29325013977623,-1099.0335847102097
 0.14754303558693274,0.056708107847288976,0.7450119865481137,5.429819064330199,139.8507718084049,0.0,-2.710662049424448,-0.3689135649397271,-112.97262047371093,-1174.4624026961562
 0.15600609472485588,0.06340023364533832,0.7907454844622079,5.40389676696946,138.80501889908263,0.0,-2.791712974012906,-0.35820301345756367,-123.56677322934331,-1251.8112638679047
 0.16393984647898788,0.07001269185155845,0.8334591768360128,5.3837949179036295,137.74094707501246,0.0,-2.8730086615700343,-0.34806717201246534,-134.11962675993553,-1330.1214680804892
 0.1714207405407186,0.07654810809901137,0.8736143291863353,5.367694291480523,136.65878682738122,0.0,-2.95428923803192,-0.33849089220058126,-144.65653953945443,-1408.5098241694875
 0.17850858168156788,0.08300914227697881,0.9115658843890588,5.354459058626143,135.55882636808352,0.0,-3.0352744249283625,-0.3294595018450767,-155.18977322422327,-1486.0990075049438
 0.18525128155580917,0.08939848721357152,0.9475944437333671,5.343343173547726,134.44141413101144,0.0,-3.115664543140989,-0.32095881509498836,-165.7217817659126,-1561.986850686342
 0.1916879933916287,0.09571886714137619,0.9819268112380772,5.333836340731395,133.30696096172494,0.0,-3.1951419284167955,-0.31297514238921575,-176.24731356985836,-1635.234273712925
 0.19785125565043418,0.1019730359391913,1.014749743754576,5.325577776542699,132.15594193523717,0.0,-3.2733727827876336,-0.305495299911546,-186.7548350458897,-1704.8635989843228
 0.20376850282290565,0.10816377514470359,1.0462194708230501,5.318305311780653,130.98889774073209,0.0,-3.3500094720815228,-0.298506618662977,-197.227555396785,-1769.8635946149132
 0.20946315782401695,0.11429389173501155,1.076468475985232,5.311824009756335,129.80643557404366,0.0,-3.424693271015345,-0.2919969529719438,-207.64421487476966,-1829.1993941602905
 0.2149554394515048,0.12036621567420179,1.1056104459027345,5.305986089943426,128.6092294817642,0.0,-3.497057544162006,-0.28595468829770954,-217.9797347404165,-1881.8262730591737
 0.22026297075955084,0.1263835972297783,1.1337439585998028,5.30067767182435,127.39802010548948,0.0,-3.566731333883073,-0.2803687484112541,-228.2057902208797,-1926.7065773047557
 0.2254012451810433,0.13234890406247432,1.1609552825252487,5.295809778400696,126.17361378250719,0.0,-3.6333433163322484,-0.2752286015761016,-238.29134502058272,-1962.8291469830806
 0.23041164171199086,0.1382650180969194,1.1807676294487282,3.9542472938229776,124.93688096686218,0.0,-3.696526064189266,-0.27052426592840034,-246.83332107670867,-1704.8503054329117
 0.23537561663093173,0.1441348321836774,1.1824826238264685,0.345488123075827,123.68875394670148,0.0,-3.755920545991367,-0.26624631372122176,-251.43701177825375,-927.4202180149871
 0.24034066631281956,0.14996124656625448,1.1734856156286737,-1.812068110942637,122.43022384516875,0.0,-3.8111807741061905,-0.26238587442353034,-253.47784658102572,-411.04015740603734
 0.24530565689351622,0.15574716516976433,1.1653433192813845,-1.6399419525478263,121.1623369061975,0.0,-3.8619784998816598,-0.2589346367491798,-255.36542685511958,-380.17801714117655
 0.25026943072763846,0.16149549173090977,1.1580556957752526,-1.4681618763600581,119.88619008219737,0.0,-3.9080078535924216,-0.2558848491260717,-257.0920566983901,-347.84619544936095
 0.2552308101763629,0.1672091257917851,1.151622068000523,-1.2967417310489617,118.60292595416497,0.0,-3.9489898075833887,-0.2532293190728585,-258.6506719139003,-314.14956900966916
 0.26018860163762403,0.17289095858255155,1.1460411022050419,-1.125695955364249,117.31372703280653,0.0,-3.984676354860818,-0.2509614109010691,-260.034923096688,-279.2072223295042
 0.26514159978130514,0.17854386882030507,1.1413107927297208,-0.9550396220834122,116.01980950197826,0.0,-4.014854284680711,-0.2490750421044302,-261.239252124291,-243.15152008273188
 0.2700885919467696,0.18417071845336117,1.1374284504305068,-0.7847884470723684,114.72241648179369,0.0,-4.039348454460154,-0.24756467813412414,-262.25895994779137,-206.1268321019568
 0.2750283626569955,0.1897743483815059,1.1343906948038245,-0.6149588320757059,113.42281090010208,0.0,-4.058024463979846,-0.24642532564213895,-263.0902642912705,-168.28804255190707
